G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA

2022-11-07,,Kansas Christian,W,94,79,111.9,94.0,83.6,.356,.233,.551,61.9,22.2,15.5,8.5,,.507,10.5,37.1,.274,,.555,21.9,92.9,.327
2022-11-09,,North American,W,95,68,123.4,88.3,77.3,.260,.247,.579,64.8,32.4,13.0,2.8,,.541,13.7,45.2,.219,,.592,26.4,91.3,.204
2022-11-15,,Washington State,W,70,59,107.7,90.8,65.3,.098,.311,.548,53.2,57.1,9.2,8.7,,.533,12.4,25.0,.082,,.398,18.4,83.3,.545
2022-11-20,@,UT-Martin,L,79,80,106.8,108.1,74.4,.286,.349,.552,43.3,71.4,13.5,14.7,,.516,15.4,23.3,.222,,.547,18.2,63.3,.415
2022-11-22,@,UTSA,L,75,82,101.4,110.8,74.3,.422,.266,.488,51.9,30.8,10.8,9.1,,.438,9.4,25.8,.297,,.641,18.7,87.0,.500
2022-11-25,@,Arkansas State,W,67,59,101.5,89.4,65.8,.295,.279,.482,65.2,48.0,10.6,0.0,,.434,16.8,44.7,.230,,.480,17.6,90.3,.245
2022-11-27,@,Oklahoma State,L,53,78,79.1,116.4,66.9,.140,.421,.436,35.7,33.3,14.9,7.7,,.430,18.7,17.2,.070,,.602,14.5,55.6,.241
2022-11-30,@,Rice,L,62,70,92.5,104.5,67.4,.346,.404,.512,37.3,36.4,9.0,7.1,,.481,14.2,12.9,.231,,.458,17.9,64.3,.542
2022-12-11,@,Northwestern,L,51,61,76.1,91.0,67.0,.242,.452,.369,50.0,55.6,6.0,6.3,,.355,17.8,34.0,.113,,.361,8.9,68.3,.279
2022-12-13,@,UIC,L,61,70,89.7,102.9,68.1,.305,.339,.452,61.4,42.9,7.4,24.1,,.398,17.2,41.9,.237,,.565,16.7,84.6,.167
2022-12-17,N,Montana,L,76,81,108.6,115.7,69.6,.386,.351,.563,50.0,48.1,10.0,3.1,,.526,11.8,23.1,.281,,.676,18.4,88.9,.235
2022-12-20,@,New Mexico,L,63,94,74.1,110.6,85.5,.366,.268,.378,31.4,35.0,12.9,9.3,,.317,12.6,18.9,.254,,.545,18.7,51.5,.333
